YouTuber_ID,YouTuber_Name,Channel_Name,Country,Primary_Game,Secondary_Game,Subscribers,Total_Views,Video_Count,Avg_Views_Per_Video,Channel_Age_Years,Upload_Freq_Per_Week,Avg_Video_Length_Minutes,Likes_Per_Video_Avg,Comments_Per_Video_Avg,Engagement_Rate_Percent,Verified,Team_Affiliation,Content_Type,Language,Twitch,Instagram,Twitter,Contact_Email,Monetization_Est_USD_per_Month,Avg_Sponsor_Rate_USD,Top_Video_Title,Top_Video_Views,Last_Upload_Date,Peak_Concurrent_Viewers
YT102408,OfficialSniper7394,GGHunter5493Esports,Pakistan,Minecraft,,10918,6257358,296,21139,4,7,7,2251,423,12.65,FALSE,Cloud9,Game Guides,Korean,twitch.tv/user2408,@insta43291,@tw6144,contact+2408@example.com,5420.04,5.15,Top Moments 2408,418203,17-07-2025,4919
YT102409,TheKing5414,OGQueen310Highlights,Thailand,Rainbow Six Siege,Rainbow Six Siege,500,1239741,289,4289,12,5,13,432,123,12.94,FALSE,G2 Esports,Speedrun,Korean,twitch.tv/user2409,@insta93973,@tw74098,contact+2409@example.com,641.75,0.08,Top Moments 2409,172612,10-07-2025,6310
YT102410,xStorm9425,OGPlay2263Network,Indonesia,Minecraft,Counter-Strike 2,11048,16211451,292,55518,5,3,14,4750,1635,11.5,FALSE,OpTic,Vlogs,Indonesian,twitch.tv/user2410,@insta30552,@tw51777,contact+2410@example.com,5039.38,2.76,Top Moments 2410,499314,21-06-2025,73856
YT102411,OGSniper8647,TheNinja1566Clips,Malaysia,Sim Racing,League of Legends,34915,44537755,339,131379,7,10,13,4484,3575,6.13,FALSE,RRQ,Montages,English,twitch.tv/user2411,@insta46353,@tw68649,contact+2411@example.com,7997.48,4.18,Top Moments 2411,5691384,05-06-2025,38842
YT102412,MrAce6578,xNinja2514Esports,Russia,Dota 2,,500,871413,284,3068,10,1,11,90,77,5.44,FALSE,Independent Creator,Let's Play,Hindi,twitch.tv/user2412,@insta69012,@tw83660,contact+2412@example.com,21.59,0.1,Top Moments 2412,47739,23-07-2025,2143
YT102413,FNNinja105,ProHunter6699Esports,Canada,Fighting Games,Apex Legends,686,908004,304,2986,3,7,5,162,30,6.43,FALSE,No Affiliation,Montages,Korean,twitch.tv/user2413,@insta38230,@tw7461,contact+2413@example.com,290.26,0.32,Top Moments 2413,71912,24-03-2025,3949
YT102414,FNPlay6389,MsAce1690Network,South Korea,Apex Legends,Fortnite,15187,17506478,307,57024,10,2,7,6015,508,11.44,FALSE,Cloud9,Live Stream Clips,Japanese,twitch.tv/user2414,@insta11336,@tw25884,contact+2414@example.com,2766.89,7.46,Top Moments 2414,735499,29-07-2025,48962
YT102415,ProAce3691,OGShadow4196Clips,Spain,Rainbow Six Siege,Apex Legends,4602,6280741,309,20326,5,2,18,2361,327,13.22,FALSE,T1,Speedrun,Filipino,twitch.tv/user2415,@insta33847,@tw39165,contact+2415@example.com,1456.98,0.82,Top Moments 2415,181995,20-07-2025,28478
YT102416,OGHunter2466,OGQueen9648Gaming,USA,Call of Duty,Teamfight Tactics,7203,37934472,290,130808,11,1,8,5773,2680,6.46,FALSE,BK,Montages,Portuguese,twitch.tv/user2416,@insta26729,@tw58613,contact+2416@example.com,935.78,3.01,Top Moments 2416,5005529,10-07-2025,127548
YT102417,OfficialPlay3652,FNStorm313Highlights,Pakistan,Valorant,Roblox,5140,5107966,327,15620,3,0.5,11,1502,410,12.24,FALSE,BK,Match Highlights,Portuguese,twitch.tv/user2417,@insta84238,@tw53171,contact+2417@example.com,71.18,0.63,Top Moments 2417,626429,04-07-2025,19565
YT102418,FNKing5352,xPlay6584Gaming,China,Mobile Legends,,5569,10379013,326,31837,5,2,3,2463,343,8.81,FALSE,RRQ,Match Highlights,Russian,twitch.tv/user2418,@insta73199,@tw40918,contact+2418@example.com,1466.87,0.62,Top Moments 2418,560499,17-07-2025,24998
YT102419,GGSniper3283,MrFury3372Network,South Korea,CS:GO Classics,Rainbow Six Siege,500,366084,293,1249,3,1,17,28,21,3.92,FALSE,Sentinels,News/Analysis,Portuguese,twitch.tv/user2419,@insta36972,@tw38475,contact+2419@example.com,11.2,0.06,Top Moments 2419,56553,23-07-2025,400
YT102420,FNBlade9452,GGStorm2110Clips,Spain,Fortnite,Apex Legends,15926,10330626,317,32588,11,2,4,2421,690,9.55,FALSE,Fnatic,Match Highlights,Filipino,twitch.tv/user2420,@insta17406,@tw61469,contact+2420@example.com,1360.63,7.55,Top Moments 2420,1126872,07-07-2025,16134
YT102421,TheFury2430,ThePlay2239Live,Germany,Fighting Games,Minecraft,19367,65994730,325,203060,10,1,17,20426,3277,11.67,FALSE,Fnatic,Game Guides,Portuguese,twitch.tv/user2421,@insta82922,@tw22821,contact+2421@example.com,7415.96,7.07,Top Moments 2421,5509734,07-08-2025,76411
YT102422,RealNinja2976,OfficialAce517Gaming,China,Fighting Games,FIFA,2065,7595122,327,23226,11,1,6,1105,379,6.39,FALSE,TSM,Game Guides,German,twitch.tv/user2422,@insta40691,@tw56372,contact+2422@example.com,717.36,0.64,Top Moments 2422,992520,10-08-2025,28855
YT102423,xAce8740,OGFury9620Highlights,USA,Mobile Legends,Call of Duty,2780,1940014,319,6081,7,7,18,667,64,12.02,FALSE,100 Thieves,Let's Play,Portuguese,twitch.tv/user2423,@insta81534,@tw39590,contact+2423@example.com,1314.4,0.38,Top Moments 2423,268360,18-05-2025,8518
YT102424,FNPlay647,TheStorm2886Plays,India,CS:GO Classics,Grand Theft Auto V,500,128985,314,410,1,7,12,17,12,7.07,FALSE,Gen.G,Montages,Russian,twitch.tv/user2424,@insta70924,@tw81364,contact+2424@example.com,54.58,0.14,Top Moments 2424,12616,10-06-2025,204
YT102425,TheRogue5711,ProBlade6190Channel,Vietnam,Rainbow Six Siege,Valorant,6787,28214117,317,89003,9,7,9,2460,1502,4.45,FALSE,Complexity,Match Highlights,Japanese,twitch.tv/user2425,@insta13245,@tw8149,contact+2425@example.com,17625.94,3.38,Top Moments 2425,2674087,28-05-2025,55022
YT102426,xBlade5167,TheKing452Esports,USA,Roblox,,7444,9532738,292,32646,9,4,22,1175,598,5.43,FALSE,Cloud9,Tutorials,Korean,twitch.tv/user2426,@insta66873,@tw91433,contact+2426@example.com,3986.3,3.14,Top Moments 2426,1138200,09-06-2025,37923
YT102427,RealKing3422,xKing760Clips,France,Valorant,,2698,3473599,296,11735,5,5,12,1216,122,11.4,FALSE,Independent Creator,Cosplay/Entertainment,Portuguese,twitch.tv/user2427,@insta85015,@tw68760,contact+2427@example.com,277.36,1.33,Top Moments 2427,344087,04-08-2025,8958
YT102428,RealNinja2676,xShadow3404Highlights,Japan,Grand Theft Auto V,Dota 2,18015,41749184,303,137786,9,5,10,8505,2459,7.96,FALSE,TSM,Montages,Indonesian,twitch.tv/user2428,@insta23103,@tw19643,contact+2428@example.com,22953.08,1,Top Moments 2428,4106021,06-07-2025,172684
YT102429,MrNinja3818,OfficialRogue5026Highlights,Spain,Counter-Strike 2,,1746,7243152,304,23826,10,3,17,2375,271,11.11,FALSE,RRQ,Cosplay/Entertainment,English,twitch.tv/user2429,@insta78569,@tw61762,contact+2429@example.com,2581.16,0.52,Top Moments 2429,731795,10-08-2025,14628
YT102430,RealGamer5822,RealFury9436Network,Indonesia,Teamfight Tactics,Call of Duty,7356,18583866,305,60930,6,2,3,4455,612,8.32,FALSE,Independent Creator,News/Analysis,Hindi,twitch.tv/user2430,@insta77106,@tw85685,contact+2430@example.com,1019.36,1.33,Top Moments 2430,1063707,09-06-2025,53973
YT102431,ProStorm7204,xFury3733Live,South Korea,Battlefield,Battlefield,583,1141721,303,3768,5,1,2,256,44,7.96,FALSE,Gen.G,Match Highlights,Russian,twitch.tv/user2431,@insta21210,@tw60204,contact+2431@example.com,129.14,0.12,Top Moments 2431,143854,27-06-2025,4838
YT102432,xPlay6146,TheBlade2975TV,Mexico,Fighting Games,Counter-Strike 2,2870,1846452,344,5367,3,1,19,540,27,10.56,FALSE,Cloud9,Speedrun,Portuguese,twitch.tv/user2432,@insta23439,@tw12854,contact+2432@example.com,90.69,0.22,Top Moments 2432,103015,27-06-2025,3514
YT102433,ProSniper3418,GGHunter1913Network,Brazil,Esports News,League of Legends,2255,2044344,340,6012,11,5,7,374,115,8.13,FALSE,G2 Esports,Montages,Indonesian,twitch.tv/user2433,@insta87341,@tw95718,contact+2433@example.com,464.41,0.8,Top Moments 2433,198926,10-08-2025,6213
YT102434,MrAce7321,RealStorm3986Live,Pakistan,Rainbow Six Siege,TFT,4274,9744466,312,31232,11,4,17,3129,458,11.49,FALSE,NRG,News/Analysis,Spanish,twitch.tv/user2434,@insta82851,@tw66622,contact+2434@example.com,3220.65,1.86,Top Moments 2434,1151540,14-07-2025,32484
YT102435,MsHunter3255,FNNinja5498Clips,South Korea,Esports News,,1650,4697959,320,14681,8,2,12,441,403,5.75,FALSE,BK,Speedrun,Japanese,twitch.tv/user2435,@insta95454,@tw15833,contact+2435@example.com,975.95,0.26,Top Moments 2435,421803,19-05-2025,9652
YT102436,RealGamer6235,MrKing4642Network,Mexico,PUBG Mobile,Rainbow Six Siege,2415,3537839,302,11714,4,0.5,5,979,70,8.96,FALSE,BK,Tutorials,English,twitch.tv/user2436,@insta80316,@tw24562,contact+2436@example.com,107.1,0.69,Top Moments 2436,154369,29-05-2025,13666
YT102437,FNPlay2043,OGStorm3549Gaming,Canada,Call of Duty,League of Legends,11177,54124633,320,169139,10,1,16,15266,1028,9.63,FALSE,Team Liquid,Tutorials,Filipino,twitch.tv/user2437,@insta45252,@tw77735,contact+2437@example.com,4530.61,0.82,Top Moments 2437,5035505,26-07-2025,150044
YT102438,xStorm8302,OfficialStorm8202Channel,Mexico,Sim Racing,,1482,1129900,301,3753,3,4,10,412,101,13.67,FALSE,Gen.G,Montages,Filipino,twitch.tv/user2438,@insta74874,@tw92241,contact+2438@example.com,507.89,0.26,Top Moments 2438,154709,18-04-2025,3648
YT102439,FNQueen8463,MrNinja4882Esports,France,Counter-Strike 2,Dota 2,500,1003788,336,2987,6,2,6,126,24,5.02,FALSE,RRQ,Cosplay/Entertainment,Japanese,twitch.tv/user2439,@insta6399,@tw72618,contact+2439@example.com,192.51,0.08,Top Moments 2439,17475,17-05-2025,2113
YT102440,xStorm3435,FNSniper7016Plays,Turkey,Call of Duty,Counter-Strike 2,48988,114685176,316,362927,8,2,6,29187,1834,8.55,FALSE,BK,Match Highlights,English,twitch.tv/user2440,@insta4718,@tw18734,contact+2440@example.com,10121.89,23.96,Top Moments 2440,12196397,11-07-2025,115028
YT102441,xSniper9910,ProStorm4321Network,Mexico,Counter-Strike 2,Rocket League,27182,28813060,295,97671,9,2,2,6185,925,7.28,FALSE,Gen.G,Interviews,Spanish,twitch.tv/user2441,@insta11646,@tw52520,contact+2441@example.com,5746.27,7.49,Top Moments 2441,703259,05-08-2025,108205
YT102442,OGQueen5192,FNRogue7046Esports,South Korea,Sim Racing,Esports News,500,772623,318,2429,6,3,14,141,62,8.36,FALSE,T1,Vlogs,English,twitch.tv/user2442,@insta6958,@tw55206,contact+2442@example.com,196.4,0.07,Top Moments 2442,80374,06-07-2025,1568
YT102443,MrFury3447,MrFury4385Official,Malaysia,Dota 2,,8986,13262249,315,42102,5,7,6,1291,1055,5.57,FALSE,NRG,Tutorials,Russian,twitch.tv/user2443,@insta85076,@tw43396,contact+2443@example.com,8508.32,0.98,Top Moments 2443,647838,21-06-2025,41723
YT102444,xGamer8306,TheQueen894Esports,Brazil,Fighting Games,Sim Racing,1333,7643485,331,23092,12,7,12,771,311,4.69,FALSE,EVOS,Esports Team Channel,Filipino,twitch.tv/user2444,@insta76598,@tw60098,contact+2444@example.com,3116.19,0.53,Top Moments 2444,1033476,12-06-2025,31872
YT102445,OGSniper4183,FNBlade4056Plays,India,Mobile Legends,,4544,10743689,290,37047,11,0.5,11,3841,803,12.54,FALSE,Independent Creator,Esports Team Channel,Korean,twitch.tv/user2445,@insta35688,@tw4265,contact+2445@example.com,87.66,0.32,Top Moments 2445,777995,03-08-2025,47622
YT102446,GGShadow7487,MrGamer7436Network,Turkey,Roblox,Call of Duty,4773,4687511,291,16108,2,2,6,1529,284,11.26,FALSE,TSM,Interviews,English,twitch.tv/user2446,@insta86344,@tw24445,contact+2446@example.com,524.26,0.53,Top Moments 2446,329717,26-06-2025,16398
YT102447,ProAce6227,MsKing3974Gaming,India,Call of Duty,Apex Legends,2048,1204367,324,3717,2,2,3,216,102,8.56,FALSE,T1,News/Analysis,German,twitch.tv/user2447,@insta28631,@tw60464,contact+2447@example.com,227.16,0.15,Top Moments 2447,159722,26-06-2025,1842
YT102448,MrHunter1640,OfficialKing9386Esports,Russia,Dota 2,PUBG Mobile,850,1217200,325,3745,9,2,27,385,24,10.92,FALSE,BK,Esports Team Channel,Spanish,twitch.tv/user2448,@insta75991,@tw78373,contact+2448@example.com,238.83,0.18,Top Moments 2448,180624,02-08-2025,3262
YT102449,OGBlade5079,GGKing5907Network,South Korea,Valorant,Mobile Legends,987,268955,295,911,2,3,12,25,23,5.27,FALSE,TSM,Esports Team Channel,Korean,twitch.tv/user2449,@insta55602,@tw94406,contact+2449@example.com,96.53,0.47,Top Moments 2449,3078,15-06-2025,626
YT102450,xHunter4927,TheWizard7732Clips,Philippines,Rocket League,Overwatch,688,156537,317,493,2,1,23,40,4,8.92,FALSE,Independent Creator,Vlogs,Spanish,twitch.tv/user2450,@insta82016,@tw27467,contact+2450@example.com,6.07,0.11,Top Moments 2450,12598,05-04-2025,477
YT102451,RealQueen1384,RealBlade6632Channel,Thailand,Sim Racing,Esports News,787,599268,314,1908,3,5,19,203,28,12.11,FALSE,FaZe Clan,Let's Play,Indonesian,twitch.tv/user2451,@insta84753,@tw60596,contact+2451@example.com,261.87,0.17,Top Moments 2451,55656,23-07-2025,2195
YT102452,MrSniper260,xBlade2910Channel,Vietnam,Sim Racing,Apex Legends,2677,480791,311,1545,3,2,10,160,15,11.33,FALSE,Gen.G,Speedrun,English,twitch.tv/user2452,@insta4969,@tw12820,contact+2452@example.com,34.74,1.02,Top Moments 2452,71783,06-07-2025,1767
YT102453,OfficialQueen5297,MrHunter6078Highlights,Malaysia,TFT,PUBG Mobile,948,949025,308,3081,4,10,13,176,69,7.95,FALSE,NRG,Esports Team Channel,Portuguese,twitch.tv/user2453,@insta66278,@tw33778,contact+2453@example.com,312.36,0.13,Top Moments 2453,94045,03-07-2025,844
YT102454,ProStorm4080,OGWizard1087Plays,South Korea,Fortnite,,8877,30745265,321,95779,7,0.5,13,9053,2103,11.65,FALSE,Sentinels,News/Analysis,Japanese,twitch.tv/user2454,@insta83203,@tw43477,contact+2454@example.com,1399.35,1.59,Top Moments 2454,2846230,27-06-2025,65571
YT102455,TheWizard152,OfficialSniper6392Clips,Philippines,Rainbow Six Siege,TFT,32195,101862807,298,341821,9,1,23,21448,6391,8.14,FALSE,Independent Creator,Speedrun,Russian,twitch.tv/user2455,@insta72509,@tw91664,contact+2455@example.com,3506.13,7.22,Top Moments 2455,12817874,04-06-2025,241689
YT102456,TheRogue2552,TheBlade4036TV,China,Call of Duty,,1178,923325,321,2876,2,4,17,299,64,12.62,FALSE,Team Liquid,Let's Play,Japanese,twitch.tv/user2456,@insta38967,@tw86010,contact+2456@example.com,59.38,0.56,Top Moments 2456,114952,30-07-2025,1275
YT102457,TheQueen7698,GGAce6825Live,China,Esports News,,4372,1810924,305,5937,4,4,7,433,124,9.38,FALSE,Sentinels,Esports Team Channel,Spanish,twitch.tv/user2457,@insta85136,@tw94253,contact+2457@example.com,613.3,1.29,Top Moments 2457,145418,29-06-2025,4943
YT102458,ProAce9769,MrNinja1725Esports,China,Counter-Strike 2,Rocket League,6630,15686967,295,53176,9,3,14,5130,1298,12.09,FALSE,Fnatic,Let's Play,German,twitch.tv/user2458,@insta40596,@tw22495,contact+2458@example.com,834.7,1.64,Top Moments 2458,517500,08-08-2025,29928
YT102459,RealPlay4802,OfficialSniper6054Channel,Indonesia,TFT,PUBG Mobile,6343,2268261,317,7155,2,10,17,199,78,3.87,FALSE,Cloud9,Game Guides,English,twitch.tv/user2459,@insta64300,@tw95158,contact+2459@example.com,1668.64,1.46,Top Moments 2459,308188,09-08-2025,4662
YT102460,OGWizard6798,RealFury6625Highlights,Philippines,Minecraft,PUBG Mobile,3366,15225895,304,50085,10,2,5,3956,787,9.47,FALSE,Fnatic,Montages,Spanish,twitch.tv/user2460,@insta33096,@tw97110,contact+2460@example.com,3303.12,0.76,Top Moments 2460,496810,31-07-2025,47298
YT102461,TheHunter2825,FNQueen6077Highlights,Spain,League of Legends,Call of Duty,9781,14156997,315,44942,11,2,15,3371,395,8.38,FALSE,Team Liquid,Speedrun,Filipino,twitch.tv/user2461,@insta90783,@tw17193,contact+2461@example.com,502.31,4.49,Top Moments 2461,2203923,02-07-2025,58500
YT102462,TheRogue2481,TheNinja7235Network,Mexico,Apex Legends,Fighting Games,6448,1653460,305,5421,1,7,20,439,85,9.67,FALSE,Dynamo,Game Guides,Hindi,twitch.tv/user2462,@insta54227,@tw12952,contact+2462@example.com,1067.1,2.58,Top Moments 2462,105249,27-04-2025,4102
YT102463,TheBlade1793,OfficialGamer6453Official,Mexico,Fighting Games,Mobile Legends,500,1573107,334,4709,10,3,7,421,106,11.19,FALSE,EVOS,News/Analysis,Korean,twitch.tv/user2463,@insta39985,@tw15963,contact+2463@example.com,93.54,0.07,Top Moments 2463,224485,22-07-2025,4248
YT102464,TheAce8152,MrQueen5207Network,UK,Grand Theft Auto V,Grand Theft Auto V,11975,26950311,288,93577,8,2,8,10462,2085,13.41,FALSE,Gen.G,News/Analysis,Portuguese,twitch.tv/user2464,@insta60446,@tw93566,contact+2464@example.com,4944.26,2.32,Top Moments 2464,3339074,23-07-2025,115455
YT102465,RealNinja6614,RealBlade3415Clips,Russia,League of Legends,Call of Duty,12328,47000330,330,142425,9,4,19,14038,3238,12.13,FALSE,RRQ,News/Analysis,Japanese,twitch.tv/user2465,@insta10564,@tw59903,contact+2465@example.com,20142.67,5.32,Top Moments 2465,6199642,06-07-2025,108048
YT102466,OGPlay4345,GGWizard6681TV,South Korea,Fortnite,Hearthstone,878,947430,332,2853,7,3,10,119,36,5.43,FALSE,No Affiliation,Tutorials,Spanish,twitch.tv/user2466,@insta91257,@tw84109,contact+2466@example.com,166.57,0.34,Top Moments 2466,134785,23-06-2025,2002
YT102467,FNBlade467,TheGamer9447Gaming,Malaysia,FIFA,Mobile Legends,3167,5569511,292,19073,8,2,6,1956,411,12.41,FALSE,EVOS,Tutorials,Russian,twitch.tv/user2467,@insta8852,@tw48571,contact+2467@example.com,671.6,0.31,Top Moments 2467,651042,18-07-2025,20326
YT102468,ProBlade467,GGBlade4094Official,USA,Hearthstone,Battlefield,8895,14461061,319,45332,4,1,17,1460,643,4.64,FALSE,Fnatic,Live Stream Clips,English,twitch.tv/user2468,@insta21719,@tw12181,contact+2468@example.com,1523.62,2.08,Top Moments 2468,1788607,18-06-2025,25029
YT102469,MsAce2365,TheNinja3319Highlights,India,Grand Theft Auto V,,2132,2452926,330,7433,4,2,15,611,212,11.07,FALSE,EVOS,Interviews,German,twitch.tv/user2469,@insta58619,@tw69657,contact+2469@example.com,395.32,0.58,Top Moments 2469,87333,28-07-2025,1761
YT102470,MrAce8839,MrSniper9706Esports,Thailand,PUBG Mobile,,16593,7664400,329,23296,2,1,13,2522,316,12.18,FALSE,Team Liquid,Tutorials,English,twitch.tv/user2470,@insta55476,@tw93704,contact+2470@example.com,470.62,7.23,Top Moments 2470,473737,31-07-2025,8729
YT102471,MrGamer9806,TheNinja1692Channel,Malaysia,Call of Duty,Minecraft,130900,66234490,335,197714,8,7,19,5953,3969,5.02,FALSE,Sentinels,Cosplay/Entertainment,Indonesian,twitch.tv/user2471,@insta64471,@tw51343,contact+2471@example.com,36876.36,236.34,Top Moments 2471,4196871,07-07-2025,110352
YT102472,GGStorm2592,OGSniper1341Plays,Pakistan,Valorant,,847,3624531,346,10475,11,1,19,1099,248,12.86,FALSE,FaZe Clan,Tutorials,Russian,twitch.tv/user2472,@insta61875,@tw96272,contact+2472@example.com,155.49,0.1,Top Moments 2472,106831,18-05-2025,13115
YT102473,xAce5713,TheKing7499Live,Japan,Mobile Legends,Mobile Legends,500,487481,295,1652,2,1,12,164,45,12.65,FALSE,RRQ,Esports Team Channel,Filipino,twitch.tv/user2473,@insta27741,@tw68065,contact+2473@example.com,60.85,0.16,Top Moments 2473,47754,09-07-2025,782
YT102474,RealShadow6880,MrFury8963Highlights,Thailand,Rocket League,Grand Theft Auto V,4846,14354638,308,46605,9,3,24,3279,743,8.63,FALSE,Envy,Live Stream Clips,Hindi,twitch.tv/user2474,@insta45589,@tw81225,contact+2474@example.com,591.54,2.3,Top Moments 2474,1761640,04-08-2025,46925
YT102475,xShadow7794,RealBlade4448Official,Malaysia,Esports News,Teamfight Tactics,9456,16470216,289,56990,4,4,22,2900,798,6.49,FALSE,FaZe Clan,Let's Play,Russian,twitch.tv/user2475,@insta80516,@tw21958,contact+2475@example.com,3114.75,0.8,Top Moments 2475,803499,27-06-2025,34315
YT102476,MsHunter8794,RealKing4696Channel,Russia,Apex Legends,Teamfight Tactics,2060,582143,299,1946,1,4,2,117,30,7.55,FALSE,Dynamo,Let's Play,Korean,twitch.tv/user2476,@insta19830,@tw50634,contact+2476@example.com,266.05,0.44,Top Moments 2476,71742,22-07-2025,538
YT102477,MsStorm9884,MrRogue5383Esports,Spain,CS:GO Classics,,30491,18813731,340,55334,4,2,6,6466,724,12.99,FALSE,Team Liquid,Cosplay/Entertainment,Indonesian,twitch.tv/user2477,@insta41970,@tw73134,contact+2477@example.com,1235.25,6.15,Top Moments 2477,2302622,17-07-2025,70926
YT102478,ProNinja7803,GGQueen7032Highlights,Thailand,Rainbow Six Siege,,500,84748,303,279,3,7,2,11,5,5.73,FALSE,RRQ,Game Guides,Korean,twitch.tv/user2478,@insta95157,@tw50886,contact+2478@example.com,24.32,0.06,Top Moments 2478,761,02-08-2025,394
YT102479,MsNinja2101,RealKing9466Live,France,Battlefield,,9033,37291391,311,119908,12,3,10,9348,3395,10.63,FALSE,RRQ,News/Analysis,Russian,twitch.tv/user2479,@insta42853,@tw6754,contact+2479@example.com,8712.81,4.43,Top Moments 2479,5074284,01-06-2025,49899
YT102480,OGKing8848,ProHunter1660Clips,Spain,Fortnite,PUBG Mobile,1130,1843475,316,5833,6,2,5,165,47,3.63,FALSE,Gen.G,Cosplay/Entertainment,Japanese,twitch.tv/user2480,@insta97233,@tw23398,contact+2480@example.com,330.6,0.42,Top Moments 2480,72379,29-06-2025,5032
YT102481,OGWizard1580,MrQueen8822Network,France,Esports News,Teamfight Tactics,46676,131328021,330,397963,7,5,7,16630,7570,6.08,FALSE,Complexity,Tutorials,Japanese,twitch.tv/user2481,@insta46268,@tw44934,contact+2481@example.com,10955.53,16.7,Top Moments 2481,1119520,01-08-2025,228519
YT102482,MsSniper9360,TheNinja9266Gaming,Thailand,Counter-Strike 2,PUBG Mobile,72259,209613004,343,611116,8,1,19,58869,16769,12.38,FALSE,Envy,Interviews,Russian,twitch.tv/user2482,@insta53260,@tw75120,contact+2482@example.com,20666.81,5.21,Top Moments 2482,24731819,05-08-2025,559078
YT102483,RealStorm3594,MsWizard3873Plays,Pakistan,Rocket League,,874,864523,322,2684,2,7,2,134,20,5.74,FALSE,G2 Esports,Let's Play,Portuguese,twitch.tv/user2483,@insta18139,@tw87445,contact+2483@example.com,459.55,0.19,Top Moments 2483,106998,10-06-2025,2987
YT102484,GGStorm2337,FNWizard8952Highlights,Philippines,League of Legends,Apex Legends,1237,2075492,301,6895,6,3,13,817,119,13.58,FALSE,Gen.G,Match Highlights,English,twitch.tv/user2484,@insta49567,@tw20672,contact+2484@example.com,118.26,0.41,Top Moments 2484,18394,03-08-2025,10204
YT102485,RealKing1347,xHunter1576Plays,USA,TFT,,11793,17139615,323,53063,6,7,13,3718,1413,9.67,FALSE,Envy,Vlogs,Spanish,twitch.tv/user2485,@insta68499,@tw22249,contact+2485@example.com,8693.11,3.17,Top Moments 2485,288538,03-07-2025,34643
YT102486,xQueen6617,OGPlay3680Network,Canada,Rocket League,TFT,1604,2871687,334,8597,10,1,12,616,236,9.91,FALSE,FaZe Clan,Vlogs,Russian,twitch.tv/user2486,@insta74616,@tw19953,contact+2486@example.com,85.09,0.6,Top Moments 2486,397446,13-07-2025,4563
YT102487,OfficialWizard1725,GGShadow1664Channel,Pakistan,CS:GO Classics,,2772,8801241,320,27503,12,7,13,649,491,4.15,FALSE,Independent Creator,Live Stream Clips,German,twitch.tv/user2487,@insta14917,@tw24444,contact+2487@example.com,1747.25,1.17,Top Moments 2487,1250030,28-06-2025,29395
YT102488,RealFury4107,MrGamer8443Highlights,UK,Apex Legends,Rainbow Six Siege,3104,6872134,289,23779,5,4,2,2750,133,12.12,FALSE,Sentinels,Let's Play,English,twitch.tv/user2488,@insta42827,@tw94329,contact+2488@example.com,2301.92,1.22,Top Moments 2488,643620,29-07-2025,30815
YT102489,TheQueen4934,RealQueen7568Official,USA,Minecraft,,500,345489,309,1118,10,3,7,41,8,4.38,FALSE,OpTic,Interviews,German,twitch.tv/user2489,@insta32685,@tw7725,contact+2489@example.com,98.7,0.24,Top Moments 2489,48071,07-07-2025,264
YT102490,OGQueen7572,xAce4012Official,France,Grand Theft Auto V,Sim Racing,2915,14285103,301,47458,10,2,21,3504,933,9.35,FALSE,FaZe Clan,News/Analysis,English,twitch.tv/user2490,@insta62141,@tw55995,contact+2490@example.com,1356.88,0.87,Top Moments 2490,774035,10-07-2025,12165
YT102491,FNRogue8469,ProSniper3412Highlights,Vietnam,Mobile Legends,,988,3437170,294,11691,7,7,5,696,94,6.76,FALSE,T1,Interviews,Filipino,twitch.tv/user2491,@insta17059,@tw41378,contact+2491@example.com,3005.39,0.43,Top Moments 2491,110228,06-06-2025,11172
YT102492,FNNinja2158,MsStorm6219Highlights,USA,Fighting Games,,1354,1295857,343,3778,3,2,22,232,33,7.01,FALSE,TSM,Speedrun,Spanish,twitch.tv/user2492,@insta36058,@tw41569,contact+2492@example.com,144.78,0.67,Top Moments 2492,184557,11-04-2025,1396
YT102493,OGHunter6141,ProSniper2721Plays,Turkey,Apex Legends,,30025,23923306,316,75706,4,2,4,6384,1839,10.86,FALSE,Team Liquid,Montages,English,twitch.tv/user2493,@insta59929,@tw96703,contact+2493@example.com,2599.31,8.4,Top Moments 2493,2251893,13-06-2025,77058
YT102494,TheWizard561,ProShadow4488Live,USA,Hearthstone,Teamfight Tactics,500,751860,332,2264,10,5,3,195,53,10.95,FALSE,G2 Esports,Tutorials,Spanish,twitch.tv/user2494,@insta33495,@tw59491,contact+2494@example.com,280.08,0.03,Top Moments 2494,36725,24-04-2025,2118
YT102495,MrKing787,GGWizard6941Highlights,UK,Fortnite,,10950,17189157,315,54568,9,1,6,1933,1422,6.15,FALSE,Team Liquid,News/Analysis,Filipino,twitch.tv/user2495,@insta19465,@tw38851,contact+2495@example.com,1759.28,2.16,Top Moments 2495,1464217,22-06-2025,67764
YT102496,RealStorm235,MsRogue313Highlights,Indonesia,CS:GO Classics,,1907,553391,307,1802,4,1,19,126,13,7.71,FALSE,NRG,News/Analysis,Japanese,twitch.tv/user2496,@insta13689,@tw83110,contact+2496@example.com,12.39,0.56,Top Moments 2496,55601,25-06-2025,2228
YT102497,TheKing559,GGStorm6335Gaming,Malaysia,Rocket League,League of Legends,1905,1507616,326,4624,3,5,9,457,46,10.88,FALSE,T1,News/Analysis,Russian,twitch.tv/user2497,@insta7632,@tw24684,contact+2497@example.com,798.45,0.68,Top Moments 2497,82763,23-05-2025,5928
